id,name,neighbourhood,room_type,property_type,bedrooms,bathrooms,accommodates,price,minimum_nights,number_of_reviews,review_scores_rating,availability_365,amenities_count,host_is_superhost
1959,Lovely Studio in Greenwich,Greenwich,Private room,House,2.0,1,4,138.32,2,242,4.1,162,8,f
1960,Lovely House in Southwark,Southwark,Shared room,House,2.0,1,4,81.03,1,116,3.8,306,6,f
1961,Lovely Villa in Greenwich,Greenwich,Private room,Apartment,2.0,1,4,94.72,3,168,4.9,133,3,f
1962,Lovely Villa in Hackney,Hackney,Entire home/apt,Loft,2.0,2,4,191.46,1,240,3.9,134,8,f
1963,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Apartment,3.0,1,6,167.52,5,13,4.4,35,10,f
1964,Lovely Apartment in Southwark,Southwark,Shared room,House,1.0,1,2,39.31,1,16,4.1,77,9,f
1965,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,2.0,1,4,,7,9,4.6,17,5,t
1966,Lovely Apartment in Hackney,Hackney,Entire home/apt,House,1.0,1,2,82.55,3,50,3.6,188,6,t
1967,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Private room,Studio,1.0,2,2,136.38,2,32,4.0,168,4,f
1968,Lovely Cottage in Hackney,Hackney,Private room,Cottage,2.0,1,4,,1,107,4.5,330,7,f
1969,Lovely Townhouse in Lambeth,Lambeth,Entire home/apt,House,1.0,2,2,173.61,3,235,3.7,81,9,t
1970,Lovely Cottage in Hackney,Hackney,Entire home/apt,Loft,3.0,1,6,164.3,2,229,3.8,7,6,f
1971,Lovely Townhouse in Islington,Islington,Entire home/apt,House,2.0,2,4,201.15,7,35,3.5,129,4,f
1972,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Loft,4.0,3,8,299.29,1,30,3.8,330,6,f
1973,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Studio,3.0,1,6,,5,227,4.5,287,7,t
1974,Lovely Loft in Southwark,Southwark,Private room,House,1.0,1,2,220.45,2,21,4.1,307,3,f
1975,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Apartment,3.0,1,6,214.39,1,60,4.1,248,9,f
1976,Lovely Loft in Lambeth,Lambeth,Shared room,Apartment,2.0,1,4,113.4,3,133,4.4,126,3,t
1977,Lovely Townhouse in Greenwich,Greenwich,Private room,Townhouse,4.0,2,8,129.81,5,152,3.6,246,4,f
1978,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Cottage,4.0,1,8,197.6,1,131,4.9,323,6,t
1979,Lovely Cottage in Wandsworth,Wandsworth,Entire home/apt,Loft,3.0,1,6,183.66,1,64,3.5,285,7,f
1980,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Apartment,5.0,2,10,211.92,2,188,4.6,164,4,f
1981,Lovely Apartment in Lambeth,Lambeth,Private room,Townhouse,3.0,1,6,,1,260,4.7,33,9,f
1982,Lovely Cottage in Islington,Islington,Entire home/apt,Cottage,4.0,2,8,379.33,2,14,3.6,218,3,f
1983,Lovely Villa in Tower Hamlets,Tower Hamlets,Shared room,Cottage,1.0,1,2,20.0,5,269,4.7,206,4,f
1984,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Apartment,2.0,1,4,175.75,7,258,4.3,360,6,f
1985,Lovely Townhouse in Camden,Camden,Entire home/apt,Villa,5.0,1,10,264.0,2,68,4.6,156,9,f
1986,Lovely Loft in Camden,Camden,Entire home/apt,Apartment,4.0,1,8,236.48,1,288,3.5,151,7,f
1987,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,5.0,1,10,251.9,7,20,4.5,77,7,f
1988,Lovely Cottage in Southwark,Southwark,Private room,House,3.0,3,6,163.32,1,5,4.3,89,6,f
1989,Lovely Apartment in Greenwich,Greenwich,Private room,Loft,1.0,1,2,47.18,1,29,4.7,286,7,f
1990,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,3.0,1,6,223.98,5,274,4.7,241,9,f
1991,Lovely Studio in Westminster,Westminster,Entire home/apt,Townhouse,2.0,3,4,213.94,1,201,4.0,270,8,f
1992,Lovely Villa in Islington,Islington,Shared room,Cottage,2.0,3,4,99.99,1,243,4.1,333,5,f
1993,Lovely Townhouse in Wandsworth,Wandsworth,Private room,Apartment,2.0,1,4,145.35,3,151,,107,9,f
1994,Lovely House in Hackney,Hackney,Private room,Townhouse,1.0,1,2,83.96,2,227,4.6,260,7,f
1995,Lovely Cottage in Southwark,Southwark,Hotel room,Townhouse,1.0,1,2,199.7,1,15,5.0,112,6,f
1996,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Villa,4.0,1,8,275.61,3,188,4.1,54,4,f
1997,Lovely Studio in Lambeth,Lambeth,Shared room,Studio,1.0,1,2,60.56,2,265,3.9,266,3,f
1998,Lovely Cottage in Camden,Camden,Entire home/apt,Villa,2.0,1,4,186.86,2,210,4.5,189,7,f
1999,Lovely Cottage in Southwark,Southwark,Private room,Villa,3.0,2,6,163.73,1,247,3.5,274,9,f
2000,Lovely Villa in Islington,Islington,Entire home/apt,Townhouse,2.0,1,4,227.13,1,76,3.8,121,8,f
2001,Lovely Villa in Islington,Islington,Entire home/apt,Cottage,1.0,1,2,247.46,5,290,4.4,153,5,t
2002,Lovely Cottage in Hackney,Hackney,Entire home/apt,Studio,2.0,2,4,143.96,5,149,4.9,204,4,t
2003,Lovely Apartment in Wandsworth,Wandsworth,Private room,House,1.0,1,2,39.25,7,1,4.1,190,10,f
2004,Lovely House in Islington,Islington,Entire home/apt,Studio,2.0,1,4,284.66,3,105,3.7,52,3,f
2005,Lovely Villa in Lambeth,Lambeth,Private room,Villa,2.0,1,4,62.46,1,232,4.6,290,5,f
2006,Lovely Townhouse in Hackney,Hackney,Private room,Studio,1.0,1,2,76.35,2,135,3.7,265,4,t
2007,Lovely Cottage in Southwark,Southwark,Private room,Apartment,3.0,1,6,142.3,1,282,4.9,259,8,f
2008,Lovely House in Camden,Camden,Private room,Townhouse,1.0,1,2,156.51,2,102,4.6,131,8,f
2009,Lovely Loft in Southwark,Southwark,Private room,Loft,4.0,1,8,131.1,2,116,3.7,45,10,f
2010,Lovely Cottage in Hackney,Hackney,Private room,Apartment,1.0,1,2,129.42,2,273,3.5,227,4,f
2011,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,1.0,2,2,411.85,2,252,4.2,108,9,f
2012,Lovely Townhouse in Islington,Islington,Entire home/apt,Villa,4.0,1,8,231.0,5,142,4.4,296,7,f
2013,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Cottage,1.0,1,2,203.91,1,108,4.0,84,9,f
2014,Lovely Cottage in Hackney,Hackney,Private room,Cottage,1.0,1,2,,2,188,4.5,123,6,f
2015,Lovely Studio in Islington,Islington,Entire home/apt,Apartment,5.0,2,10,209.79,2,36,3.6,151,8,f
2016,Lovely Townhouse in Islington,Islington,Entire home/apt,Apartment,1.0,2,2,237.26,2,284,3.9,231,9,f
2017,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Apartment,2.0,1,4,,3,166,3.6,332,3,f
2018,Lovely Cottage in Southwark,Southwark,Private room,House,1.0,1,2,67.96,1,252,4.7,364,6,f
2019,Lovely House in Southwark,Southwark,Private room,Loft,1.0,1,2,140.31,1,14,4.3,221,5,f
2020,Lovely Loft in Greenwich,Greenwich,Shared room,Villa,1.0,1,2,49.7,1,111,3.7,160,3,t
2021,Lovely Villa in Southwark,Southwark,Hotel room,Apartment,1.0,2,2,125.37,2,142,4.0,250,8,f
2022,Lovely Townhouse in Islington,Islington,Private room,Townhouse,4.0,1,8,143.17,1,243,3.8,112,5,f
2023,Lovely Loft in Islington,Islington,Entire home/apt,House,1.0,1,2,317.41,1,192,4.1,7,8,f
2024,Lovely Apartment in Camden,Camden,Private room,Loft,4.0,1,8,175.3,1,23,4.6,185,4,f
2025,Lovely Apartment in Westminster,Westminster,Entire home/apt,Cottage,2.0,1,4,403.15,2,195,4.3,111,3,f
2026,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Cottage,3.0,1,6,143.5,5,110,4.0,5,3,f
2027,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Loft,2.0,1,4,139.64,5,84,4.7,290,9,t
2028,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,1.0,1,2,159.77,3,29,3.5,51,9,f
2029,Lovely Studio in Hackney,Hackney,Entire home/apt,House,2.0,3,4,193.01,1,149,4.0,29,3,t
2030,Lovely Studio in Islington,Islington,Shared room,Apartment,1.0,1,2,99.27,2,161,4.6,85,6,t
2031,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Townhouse,4.0,2,8,103.06,3,189,5.0,190,5,t
2032,Lovely House in Lambeth,Lambeth,Entire home/apt,House,1.0,1,2,103.74,1,287,4.2,247,6,f
2033,Lovely House in Westminster,Westminster,Entire home/apt,Townhouse,4.0,2,8,429.85,2,44,4.8,73,3,f
2034,Lovely Loft in Kensington & Chelsea,Kensington & Chelsea,Private room,Cottage,1.0,1,2,130.91,3,78,4.9,222,7,t
2035,Lovely Studio in Tower Hamlets,Tower Hamlets,Private room,Loft,1.0,1,2,67.31,5,250,4.9,306,8,t
2036,Lovely Townhouse in Westminster,Westminster,Private room,Studio,3.0,3,6,243.13,3,177,4.1,353,8,f
2037,Lovely Apartment in Kensington & Chelsea,Kensington & Chelsea,Private room,Townhouse,1.0,2,2,194.89,2,20,4.9,312,3,t
2038,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Studio,4.0,1,8,117.71,7,28,4.2,340,6,t
2039,Lovely Apartment in Westminster,Westminster,Hotel room,Loft,2.0,2,4,309.51,3,97,4.1,111,6,f
2040,Lovely House in Westminster,Westminster,Private room,Cottage,1.0,1,2,158.65,5,292,4.0,83,4,f
2041,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Cottage,1.0,2,2,204.35,2,105,3.9,20,5,f
2042,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Private room,Loft,3.0,3,6,252.88,5,210,4.4,336,8,t
2043,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Villa,4.0,2,8,444.31,5,287,4.6,133,3,f
2044,Lovely Studio in Hackney,Hackney,Private room,Apartment,1.0,1,2,86.03,3,50,4.5,154,3,t
2045,Lovely Loft in Westminster,Westminster,Entire home/apt,Cottage,3.0,3,6,298.99,5,33,3.8,363,10,t
2046,Lovely Loft in Wandsworth,Wandsworth,Hotel room,Loft,3.0,2,6,196.57,3,228,4.8,285,3,f
2047,Lovely House in Westminster,Westminster,Entire home/apt,Cottage,5.0,1,10,337.22,2,194,4.2,219,10,f
2048,Lovely Loft in Islington,Islington,Private room,Studio,4.0,1,8,81.17,1,28,4.6,278,7,f
2049,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,2.0,1,4,190.17,2,212,4.7,86,10,t
2050,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,House,1.0,1,2,170.89,2,21,3.6,329,4,f
2051,Lovely Townhouse in Greenwich,Greenwich,Private room,Apartment,2.0,2,4,120.87,7,152,3.6,295,4,f
2052,Lovely Cottage in Camden,Camden,Hotel room,House,4.0,3,8,226.12,7,127,4.8,81,10,t
2053,Lovely Apartment in Lambeth,Lambeth,Private room,Studio,3.0,1,6,108.0,1,88,4.9,278,3,f
2054,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Private room,Loft,5.0,1,10,226.46,1,57,4.4,352,3,f
2055,Lovely Studio in Westminster,Westminster,Entire home/apt,Cottage,1.0,2,2,405.27,2,259,3.8,191,9,t
2056,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Studio,1.0,1,2,153.69,1,3,4.3,265,9,f
2057,Lovely Villa in Greenwich,Greenwich,Private room,House,3.0,2,6,69.39,1,213,3.8,186,10,f
2058,Lovely Villa in Islington,Islington,Private room,Cottage,3.0,1,6,165.39,5,24,3.8,48,8,f
2059,Lovely Cottage in Lambeth,Lambeth,Private room,Loft,2.0,2,4,22.08,2,159,3.6,364,9,t
2060,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,Studio,1.0,1,2,119.42,1,125,4.9,103,9,f
2061,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Private room,Townhouse,1.0,1,2,119.04,7,52,4.7,346,6,t
2062,Lovely Cottage in Islington,Islington,Private room,House,4.0,2,8,145.06,1,107,3.7,113,3,f
2063,Lovely Cottage in Wandsworth,Wandsworth,Private room,Townhouse,1.0,2,2,21.66,1,197,3.5,275,6,f
2064,Lovely Cottage in Southwark,Southwark,Entire home/apt,Studio,2.0,1,4,199.45,1,6,3.5,12,9,f
2065,Lovely Cottage in Islington,Islington,Entire home/apt,Apartment,4.0,1,8,238.71,5,29,3.6,194,6,t
2066,Lovely Villa in Wandsworth,Wandsworth,Entire home/apt,Townhouse,4.0,1,8,242.16,1,76,4.9,47,8,t
2067,Lovely Loft in Wandsworth,Wandsworth,Entire home/apt,Studio,3.0,1,6,260.43,2,293,4.1,13,4,f
2068,Lovely Studio in Southwark,Southwark,Entire home/apt,Loft,2.0,1,4,234.61,5,14,3.8,29,8,f
2069,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Townhouse,2.0,1,4,,3,205,4.6,322,10,f
2070,Lovely House in Greenwich,Greenwich,Private room,Villa,2.0,1,4,115.06,5,281,3.5,72,8,t
2071,Lovely Villa in Westminster,Westminster,Entire home/apt,House,1.0,3,2,343.76,2,114,3.9,332,3,f
2072,Lovely Loft in Greenwich,Greenwich,Private room,Studio,2.0,1,4,85.51,1,23,3.6,116,7,f
2073,Lovely Apartment in Wandsworth,Wandsworth,Private room,Loft,3.0,1,6,71.17,1,34,4.4,351,5,f
2074,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Hotel room,House,3.0,1,6,208.99,1,291,4.8,211,5,f
2075,Lovely Villa in Hackney,Hackney,Entire home/apt,Studio,3.0,3,6,210.99,2,119,4.6,189,4,t
2076,Lovely Villa in Islington,Islington,Entire home/apt,House,4.0,1,8,307.3,3,82,4.5,184,10,f
2077,Lovely House in Lambeth,Lambeth,Private room,House,3.0,1,6,83.59,2,155,4.4,57,3,t
2078,Lovely Villa in Westminster,Westminster,Entire home/apt,Apartment,1.0,3,2,299.35,2,71,3.7,134,10,t
2079,Lovely House in Islington,Islington,Private room,Apartment,1.0,1,2,127.41,7,193,3.6,269,4,t
2080,Lovely Townhouse in Hackney,Hackney,Private room,Townhouse,4.0,2,8,167.29,1,293,4.0,47,8,f
2081,Lovely Studio in Camden,Camden,Entire home/apt,Studio,2.0,2,4,169.69,7,84,4.8,342,5,f
2082,Lovely Cottage in Hackney,Hackney,Entire home/apt,Loft,4.0,1,8,273.85,5,133,4.9,327,3,f
2083,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,2.0,1,4,204.0,1,236,3.7,2,6,f
2084,Lovely Apartment in Lambeth,Lambeth,Private room,Villa,2.0,1,4,112.19,1,174,4.5,344,8,f
2085,Lovely Studio in Westminster,Westminster,Entire home/apt,Loft,3.0,1,6,240.97,2,295,4.3,344,8,f
2086,Lovely Villa in Hackney,Hackney,Private room,Apartment,4.0,1,8,103.43,1,291,3.7,126,6,f
2087,Lovely Villa in Westminster,Westminster,Entire home/apt,Villa,1.0,3,2,219.97,7,194,4.7,216,9,f
2088,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,House,2.0,2,4,242.35,5,92,4.1,304,3,t
2089,Lovely Studio in Southwark,Southwark,Entire home/apt,Townhouse,3.0,3,6,251.27,3,106,3.6,142,8,f
2090,Lovely Villa in Hackney,Hackney,Entire home/apt,Villa,1.0,2,2,209.46,1,201,4.7,201,8,f
2091,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Studio,1.0,3,2,114.96,3,14,4.2,14,4,f
2092,Lovely Cottage in Southwark,Southwark,Shared room,House,1.0,1,2,53.33,3,40,4.1,105,7,f
2093,Lovely Villa in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,1,2,156.48,1,73,3.5,81,9,f
2094,Lovely Townhouse in Islington,Islington,Entire home/apt,House,1.0,1,2,234.63,5,114,3.7,30,9,f
2095,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,Loft,1.0,2,2,180.9,1,58,3.6,138,3,f
2096,Lovely House in Southwark,Southwark,Entire home/apt,Apartment,5.0,1,10,234.14,2,1,4.7,217,10,f
2097,Lovely Townhouse in Wandsworth,Wandsworth,Entire home/apt,Studio,1.0,1,2,173.71,1,251,3.7,340,10,f
2098,Lovely House in Wandsworth,Wandsworth,Private room,House,1.0,2,2,149.59,1,276,4.9,261,9,f
2099,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,House,3.0,1,6,210.2,5,147,4.5,198,3,f
2100,Lovely Studio in Lambeth,Lambeth,Entire home/apt,House,2.0,1,4,186.3,2,208,4.3,251,3,t
2101,Lovely Apartment in Greenwich,Greenwich,Entire home/apt,House,5.0,3,10,215.41,2,11,4.3,56,6,f
2102,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,House,2.0,2,4,156.75,5,9,4.2,279,3,f
2103,Lovely Villa in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,2.0,1,4,279.0,5,239,4.1,278,6,t
2104,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Loft,2.0,3,4,180.03,5,118,4.1,107,6,f
2105,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Villa,1.0,2,2,199.76,3,237,3.9,0,9,t
2106,Lovely Apartment in Hackney,Hackney,Private room,Studio,2.0,1,4,118.04,2,60,3.9,296,4,f
2107,Lovely Villa in Southwark,Southwark,Entire home/apt,Townhouse,1.0,2,2,198.41,2,21,4.1,25,4,t
2108,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,House,2.0,2,4,189.08,1,225,3.7,152,9,f
2109,Lovely Villa in Islington,Islington,Entire home/apt,Studio,2.0,2,4,157.77,2,15,5.0,157,9,f
2110,Lovely Loft in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,5.0,2,10,231.62,1,49,4.8,110,9,f
2111,Lovely Cottage in Tower Hamlets,Tower Hamlets,Entire home/apt,Apartment,4.0,2,8,195.56,2,118,3.5,218,9,f
2112,Lovely Studio in Hackney,Hackney,Private room,Cottage,2.0,2,4,56.25,3,211,3.6,287,9,f
2113,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Cottage,2.0,2,4,188.43,7,222,4.8,25,10,f
2114,Lovely Cottage in Tower Hamlets,Tower Hamlets,Private room,Apartment,4.0,1,8,35.61,7,289,4.1,155,9,f
2115,Lovely Townhouse in Greenwich,Greenwich,Entire home/apt,Cottage,4.0,1,8,135.87,2,141,5.0,300,3,t
2116,Lovely Loft in Lambeth,Lambeth,Entire home/apt,Villa,1.0,2,2,162.88,1,136,4.1,95,10,f
2117,Lovely House in Lambeth,Lambeth,Entire home/apt,Apartment,2.0,1,4,188.7,1,178,4.5,47,7,f
2118,Lovely Apartment in Lambeth,Lambeth,Private room,Studio,1.0,1,2,56.58,3,3,4.1,96,4,f
2119,Lovely Villa in Southwark,Southwark,Private room,Apartment,1.0,1,2,109.67,1,7,4.6,264,6,f
2120,Lovely Cottage in Camden,Camden,Entire home/apt,Villa,1.0,1,2,241.37,1,149,4.9,362,3,f
2121,Lovely House in Hackney,Hackney,Entire home/apt,House,3.0,1,6,240.54,3,222,4.8,95,10,f
2122,Lovely Cottage in Westminster,Westminster,Entire home/apt,Apartment,2.0,1,4,267.49,7,159,3.6,145,9,t
2123,Lovely Studio in Camden,Camden,Shared room,Cottage,2.0,1,4,67.54,7,33,3.9,188,8,f
2124,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Villa,1.0,2,2,,3,254,4.4,34,7,f
2125,Lovely Loft in Lambeth,Lambeth,Private room,Villa,1.0,2,2,89.1,3,47,4.2,21,9,f
2126,Lovely Townhouse in Camden,Camden,Entire home/apt,Villa,5.0,1,10,203.83,1,8,4.6,71,3,f
2127,Lovely Studio in Camden,Camden,Private room,Studio,1.0,2,2,99.55,3,73,3.8,63,5,t
2128,Lovely Apartment in Islington,Islington,Private room,Loft,2.0,1,4,136.46,3,80,4.7,345,7,f
2129,Lovely House in Wandsworth,Wandsworth,Entire home/apt,House,1.0,1,2,175.25,1,30,4.9,23,5,f
2130,Lovely Cottage in Islington,Islington,Entire home/apt,Studio,1.0,1,2,205.16,1,14,4.4,262,5,f
2131,Lovely Townhouse in Westminster,Westminster,Entire home/apt,Apartment,4.0,1,8,303.55,1,199,3.6,179,9,f
2132,Lovely Apartment in Tower Hamlets,Tower Hamlets,Private room,Cottage,3.0,1,6,77.34,3,121,4.5,164,4,f
2133,Lovely Apartment in Tower Hamlets,Tower Hamlets,Entire home/apt,Studio,1.0,3,2,194.25,3,51,4.9,21,3,f
2134,Lovely Townhouse in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,3.0,2,6,345.14,1,212,3.7,195,8,t
2135,Lovely Cottage in Westminster,Westminster,Private room,Villa,1.0,3,2,89.51,7,82,4.5,352,4,t
2136,Lovely Villa in Southwark,Southwark,Private room,Cottage,2.0,2,4,91.06,5,96,3.6,214,7,f
2137,Lovely Studio in Southwark,Southwark,Entire home/apt,Loft,2.0,2,4,217.36,1,44,4.4,206,9,f
2138,Lovely Apartment in Southwark,Southwark,Entire home/apt,Townhouse,1.0,1,2,89.88,1,144,3.9,185,6,t
2139,Lovely Studio in Hackney,Hackney,Entire home/apt,Loft,1.0,1,2,98.2,7,108,3.6,273,7,f
2140,Lovely Cottage in Greenwich,Greenwich,Entire home/apt,Apartment,4.0,3,8,173.98,1,178,4.2,158,3,t
2141,Lovely Villa in Westminster,Westminster,Private room,Studio,,1,4,51.89,3,106,4.0,145,9,f
2142,Lovely Studio in Lambeth,Lambeth,Hotel room,Cottage,3.0,1,6,185.75,3,115,4.1,246,7,f
2143,Lovely House in Wandsworth,Wandsworth,Private room,House,1.0,3,2,105.34,1,298,4.2,327,3,f
2144,Lovely House in Wandsworth,Wandsworth,Private room,Villa,5.0,1,10,187.67,5,126,4.0,106,9,f
2145,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Cottage,5.0,1,10,274.22,1,243,4.2,205,6,t
2146,Lovely Villa in Lambeth,Lambeth,Shared room,Loft,1.0,2,2,,3,233,4.7,75,10,f
2147,Lovely Villa in Greenwich,Greenwich,Private room,Cottage,1.0,2,2,110.78,2,146,4.3,61,8,f
2148,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Townhouse,1.0,1,2,158.17,3,23,4.3,319,8,f
2149,Lovely Cottage in Lambeth,Lambeth,Private room,House,1.0,1,2,51.03,1,219,4.6,76,6,t
2150,Lovely Townhouse in Hackney,Hackney,Entire home/apt,Apartment,1.0,1,2,118.86,5,240,4.1,307,4,f
2151,Lovely Townhouse in Tower Hamlets,Tower Hamlets,Entire home/apt,Townhouse,3.0,1,6,227.62,7,1,3.9,360,8,f
2152,Lovely Villa in Tower Hamlets,Tower Hamlets,Hotel room,Townhouse,3.0,1,6,179.53,1,248,3.6,19,3,t
2153,Lovely Villa in Lambeth,Lambeth,Private room,Studio,1.0,1,2,124.52,5,193,3.5,13,9,t
2154,Lovely Apartment in Hackney,Hackney,Shared room,Townhouse,1.0,1,2,23.5,3,163,4.0,66,10,f
2155,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Villa,1.0,2,2,209.06,1,233,5.0,276,3,f
2156,Lovely House in Camden,Camden,Hotel room,Studio,1.0,1,2,213.29,3,292,4.4,275,4,f
2157,Lovely Apartment in Southwark,Southwark,Entire home/apt,Townhouse,1.0,2,2,115.63,1,54,4.0,354,3,f
2158,Lovely Cottage in Hackney,Hackney,Private room,Loft,2.0,1,4,88.45,3,264,4.9,270,10,f
2159,Lovely Loft in Southwark,Southwark,Hotel room,Townhouse,2.0,3,4,234.57,1,66,4.4,276,4,f
2160,Lovely Studio in Greenwich,Greenwich,Entire home/apt,Townhouse,1.0,3,2,122.82,7,145,4.7,240,8,t
2161,Lovely House in Kensington & Chelsea,Kensington & Chelsea,Hotel room,Loft,2.0,2,4,204.08,5,194,4.8,333,6,t
2162,Lovely Cottage in Camden,Camden,Entire home/apt,Studio,3.0,1,6,216.47,1,219,3.9,172,6,t
2163,Lovely Cottage in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,House,1.0,1,2,394.39,5,67,4.1,101,6,f
2164,Lovely House in Islington,Islington,Shared room,Cottage,1.0,1,2,30.33,3,130,3.6,141,3,f
2165,Lovely Townhouse in Lambeth,Lambeth,Private room,Loft,4.0,1,8,139.32,1,65,4.9,253,9,f
2166,Lovely Cottage in Lambeth,Lambeth,Private room,Studio,2.0,2,4,52.78,5,245,4.5,108,9,f
2167,Lovely Studio in Westminster,Westminster,Entire home/apt,Loft,5.0,2,10,377.77,2,249,4.4,16,9,f
2168,Lovely Villa in Greenwich,Greenwich,Entire home/apt,Townhouse,2.0,1,4,171.67,1,51,4.5,240,3,f
2169,Lovely Apartment in Greenwich,Greenwich,Shared room,Villa,1.0,1,2,62.15,1,145,4.3,309,5,f
2170,Lovely House in Camden,Camden,Private room,Cottage,5.0,1,10,200.66,2,21,4.4,220,10,t
2171,Lovely Villa in Westminster,Westminster,Shared room,Apartment,5.0,3,10,145.25,5,234,4.0,243,8,f
2172,Lovely Apartment in Westminster,Westminster,Entire home/apt,Townhouse,1.0,1,2,240.0,2,112,3.6,358,9,f
2173,Lovely Loft in Southwark,Southwark,Private room,Apartment,1.0,2,2,97.31,3,89,3.8,270,3,f
2174,Lovely Loft in Tower Hamlets,Tower Hamlets,Hotel room,Studio,3.0,2,6,156.92,1,155,4.1,150,3,f
2175,Lovely House in Tower Hamlets,Tower Hamlets,Entire home/apt,Loft,3.0,1,6,240.94,7,169,4.1,188,10,t
2176,Lovely Villa in Westminster,Westminster,Entire home/apt,Studio,1.0,1,2,221.94,2,124,3.8,327,3,f
2177,Lovely Studio in Kensington & Chelsea,Kensington & Chelsea,Entire home/apt,Studio,1.0,1,2,391.99,3,229,4.9,184,9,f
2178,Lovely Loft in Southwark,Southwark,Hotel room,House,1.0,2,2,127.65,2,139,5.0,302,8,f
2179,Lovely Apartment in Greenwich,Greenwich,Private room,House,4.0,2,8,108.67,2,123,,147,7,f
2180,Lovely Townhouse in Lambeth,Lambeth,Private room,House,2.0,1,4,59.85,1,241,4.9,310,5,f
2181,Lovely Loft in Greenwich,Greenwich,Entire home/apt,Villa,2.0,1,4,211.24,7,85,4.8,170,10,t
2182,Lovely Studio in Tower Hamlets,Tower Hamlets,Entire home/apt,House,2.0,1,4,248.36,1,3,3.8,44,4,f
2183,Lovely House in Wandsworth,Wandsworth,Entire home/apt,Villa,2.0,3,4,123.03,2,227,4.0,300,8,f
2184,Lovely Apartment in Lambeth,Lambeth,Entire home/apt,House,1.0,2,2,162.64,2,76,4.8,97,7,f
2185,Lovely House in Southwark,Southwark,Entire home/apt,Villa,3.0,3,6,212.04,7,194,4.3,346,4,f
